"","id","trait","question","responseOptions","p1","p2","p3","p4"
"1017",2017,NA,NA,NA,1,0,0.25,1
"1018",2018,NA,NA,NA,1,0,0.25,1
"1019",2019,NA,NA,NA,1,0,0.25,1
"1020",2020,NA,NA,NA,3,0.2141298256469,0.25,1
"1021",2021,NA,NA,NA,3,0.241145763911105,0.25,1
"1022",2022,NA,NA,NA,0.700292488350853,0.386165965435187,0.25,1
"1023",2023,NA,NA,NA,3,1.45424587276667,0.25,1
"1024",2024,NA,NA,NA,1.07197801185627,-0.156650898063106,0.25,1
"1025",2025,NA,NA,NA,1,0,0.25,1
"1026",2026,NA,NA,NA,3,1.21317308525554,0.25,1
"1027",2027,NA,NA,NA,3,0.34478738774293,0.25,1
"1028",2028,NA,NA,NA,3,0.154888123224066,0.25,1
"1029",2029,NA,NA,NA,1,0,0.25,1
"1030",2030,NA,NA,NA,1,0,0.25,1
"1031",2031,NA,NA,NA,1,0,0.25,1
"1032",2032,NA,NA,NA,1,0,0.25,1
"1033",2033,NA,NA,NA,1,0,0.25,1
"1034",2034,NA,NA,NA,1,0,0.25,1
"1035",2035,NA,NA,NA,1,0,0.25,1
"1036",2036,NA,NA,NA,1,0,0.25,1
"1037",2037,NA,NA,NA,1,0,0.25,1
"1038",2038,NA,NA,NA,1,0,0.25,1
"1039",2039,NA,NA,NA,1,0,0.25,1
"1040",2040,NA,NA,NA,1,0,0.25,1
"1041",2041,NA,NA,NA,1,0,0.25,1
"1042",2042,NA,NA,NA,1,0,0.25,1
"1043",2043,NA,NA,NA,1,0,0.25,1
"1044",2044,NA,NA,NA,1,0,0.25,1
"1045",2045,NA,NA,NA,1,0,0.25,1
"1046",2046,NA,NA,NA,1,0,0.25,1
"1047",2047,NA,NA,NA,1,0,0.25,1
"1048",2048,NA,NA,NA,1,0,0.25,1
"1049",2049,NA,NA,NA,1,0,0.25,1
"1050",2050,NA,NA,NA,1,0,0.25,1
"1051",2051,NA,NA,NA,1,0,0.25,1
"1052",2052,NA,NA,NA,1,0,0.25,1
"1053",2053,NA,NA,NA,3,0.366828653560284,0.25,1
"1054",2054,NA,NA,NA,1,0,0.25,1
"1055",2055,NA,NA,NA,1,0,0.25,1
"1056",2056,NA,NA,NA,1,0,0.25,1
"1057",2057,NA,NA,NA,1,0,0.25,1
"1058",2058,NA,NA,NA,1,0,0.25,1
"1059",2059,NA,NA,NA,1,0,0.25,1
"1060",2060,NA,NA,NA,1,0,0.25,1
"1061",2061,NA,NA,NA,1,0,0.25,1
"1062",2062,NA,NA,NA,1,0,0.25,1
"1063",2063,NA,NA,NA,1,0,0.25,1
"1064",2064,NA,NA,NA,1,0,0.25,1
"1065",2065,NA,NA,NA,1,0,0.25,1
"1066",2066,NA,NA,NA,1,0,0.25,1
"1067",2067,NA,NA,NA,1,0,0.25,1
"1068",2068,NA,NA,NA,1,0,0.25,1
"1069",2069,NA,NA,NA,1,0,0.25,1
"1070",2070,NA,NA,NA,1,0,0.25,1
"1071",2071,NA,NA,NA,1,0,0.25,1
"1072",2072,NA,NA,NA,1,0,0.25,1
"1073",2073,NA,NA,NA,1,0,0.25,1
"1074",2074,NA,NA,NA,1,0,0.25,1
"1075",2075,NA,NA,NA,1,0,0.25,1
"1076",2076,NA,NA,NA,1,0,0.25,1
"1077",2077,NA,NA,NA,1,0,0.25,1
"1078",2078,NA,NA,NA,1,0,0.25,1
"1079",2079,NA,NA,NA,1,0,0.25,1
"1080",2080,NA,NA,NA,1,0,0.25,1
"1081",2081,NA,NA,NA,1,0,0.25,1
"1082",2082,NA,NA,NA,1,0,0.25,1
"1083",2083,NA,NA,NA,1,0,0.25,1
"1084",2084,NA,NA,NA,1,0,0.25,1
"1085",2085,NA,NA,NA,1,0,0.25,1
"1086",2086,NA,NA,NA,1,0,0.25,1
"1087",2087,NA,NA,NA,1,0,0.25,1
"1088",2088,NA,NA,NA,1,0,0.25,1
"1089",2089,NA,NA,NA,1,0,0.25,1
"1090",2090,NA,NA,NA,1,0,0.25,1
"1091",2091,NA,NA,NA,1,0,0.25,1
"1092",2092,NA,NA,NA,1,0,0.25,1
"1093",2093,NA,NA,NA,1,0,0.25,1
"1094",2094,NA,NA,NA,1,0,0.25,1
"1095",2095,NA,NA,NA,1,0,0.25,1
"1096",2096,NA,NA,NA,1,0,0.25,1
"1097",2097,NA,NA,NA,1,0,0.25,1
"1098",2098,NA,NA,NA,1,0,0.25,1
"1099",2099,NA,NA,NA,1,0,0.25,1
"1100",2100,NA,NA,NA,1,0,0.25,1
"1101",2101,NA,NA,NA,3,-0.897874022659418,0.25,1
"1102",2102,NA,NA,NA,3,-0.88437786172882,0.25,1
"1103",2103,NA,NA,NA,3,-0.984262075215768,0.25,1
"1104",2104,NA,NA,NA,1.42806045864692,-4,0.25,1
"1105",2105,NA,NA,NA,3,-1.07931549664053,0.25,1
"1106",2106,NA,NA,NA,3,-0.811964047804476,0.25,1
"1107",2107,NA,NA,NA,3,0.044000905129904,0.25,1
"1108",2108,NA,NA,NA,0.51947036177817,-4,0.25,1
"1109",2109,NA,NA,NA,0.989907245609801,-1.31449343380701,0.25,1
"1110",2110,NA,NA,NA,3,-0.370991175045298,0.25,1
"1111",2111,NA,NA,NA,0.539150256968959,-1.88112947615942,0.25,1
"1112",2112,NA,NA,NA,2.18533863915874,-0.415052940400396,0.25,1
"1113",2113,NA,NA,NA,2.02822903048383,-1.216018792177,0.25,1
"1114",2114,NA,NA,NA,3,-4,0.25,1
"1115",2115,NA,NA,NA,2.88963593157794,0.845074262126921,0.25,1
"1116",2116,NA,NA,NA,2.15798836580627,0.162159482663484,0.25,1
"1117",2117,NA,NA,NA,3,-1.13678889396068,0.25,1
"1118",2118,NA,NA,NA,2.66486079899079,-0.162535752098554,0.25,1
"1119",2119,NA,NA,NA,2.07167795942099,-0.744874754917588,0.25,1
"1120",2120,NA,NA,NA,1.70337787224857,-0.797852741633448,0.25,1
"1121",2121,NA,NA,NA,3,4,0.25,1
"1122",2122,NA,NA,NA,3,-1.31630478509195,0.25,1
"1123",2123,NA,NA,NA,3,-4,0.25,1
"1124",2124,NA,NA,NA,3,-0.707574465382214,0.25,1
"1125",2125,NA,NA,NA,3,2.42520061686051,0.25,1
"1126",2126,NA,NA,NA,3,4,0.25,1
"1127",2127,NA,NA,NA,3,4,0.25,1
"1128",2128,NA,NA,NA,3,4,0.25,1
"1129",2129,NA,NA,NA,2.08237135619132,-1.56972379331807,0.25,1
"1130",2130,NA,NA,NA,3,-0.575174480630782,0.25,1
"1131",2131,NA,NA,NA,2.36869029140722,-0.879222042638645,0.25,1
"1132",2132,NA,NA,NA,1.60500700700519,-0.326525988142819,0.25,1
"1133",2133,NA,NA,NA,3,-1.6360383432757,0.25,1
"1134",2134,NA,NA,NA,2.34472341360509,-1.00639409983302,0.25,1
"1135",2135,NA,NA,NA,3,-0.752132732287386,0.25,1
"1136",2136,NA,NA,NA,1.49505716368998,-0.101252290096394,0.25,1
"1137",2137,NA,NA,NA,0.800067334960329,-1.50733540313976,0.25,1
"1138",2138,NA,NA,NA,0.417546833987735,4,0.25,1
"1139",2139,NA,NA,NA,0.558686482358666,4,0.25,1
"1140",2140,NA,NA,NA,0.0660025303024176,-4,0.25,1
"1141",2141,NA,NA,NA,0.808694829063918,3.45735327128541,0.25,1
"1142",2142,NA,NA,NA,0.439752417204474,-3.61376751142421,0.25,1
"1143",2143,NA,NA,NA,3,-4,0.25,1
"1144",2144,NA,NA,NA,3,1.33323700445048,0.25,1
"1145",2145,NA,NA,NA,3,-0.366627124202183,0.25,1
"1146",2146,NA,NA,NA,3,1.24638260766951,0.25,1
"1147",2147,NA,NA,NA,0.529696729160802,-2.79407852349292,0.25,1
"1148",2148,NA,NA,NA,3,-0.696711494020252,0.25,1
"1149",2149,NA,NA,NA,1,0,0.25,1
"1150",2150,NA,NA,NA,3,0.975543647681895,0.25,1
"1151",2151,NA,NA,NA,3,0.140190951221231,0.25,1
"1152",2152,NA,NA,NA,1,0,0.25,1
"1153",2153,NA,NA,NA,1,0,0.25,1
"1154",2154,NA,NA,NA,2.69953673307899,-0.521207539428999,0.25,1
"1155",2155,NA,NA,NA,1,0,0.25,1
"1156",2156,NA,NA,NA,1.33114070380641,-1.42670713912777,0.25,1
"1157",2157,NA,NA,NA,1.15350678930963,-2.10389010905894,0.25,1
"1158",2158,NA,NA,NA,1.83417712933761,0.110336530829234,0.25,1
"1159",2159,NA,NA,NA,3,-0.689372143243669,0.25,1
"1160",2160,NA,NA,NA,1,0,0.25,1
"1161",2161,NA,NA,NA,1.20243500907805,0.93987438634303,0.25,1
"1162",2162,NA,NA,NA,1,0,0.25,1
"1163",2163,NA,NA,NA,0.708512245040282,-2.44517885128968,0.25,1
"1164",2164,NA,NA,NA,3,-0.186406861976141,0.25,1
"1165",2165,NA,NA,NA,1,0,0.25,1
"1166",2166,NA,NA,NA,3,-0.470257644846512,0.25,1
"1167",2167,NA,NA,NA,3,-0.745702029662502,0.25,1
"1168",2168,NA,NA,NA,1,0,0.25,1
"1169",2169,NA,NA,NA,3,-0.237241700510249,0.25,1
"1170",2170,NA,NA,NA,3,-0.158815318691901,0.25,1
"1171",2171,NA,NA,NA,1,0,0.25,1
"1172",2172,NA,NA,NA,3,-1.1380992623013,0.25,1
"1173",2173,NA,NA,NA,1.3685173862918,-0.171755369060944,0.25,1
"1174",2174,NA,NA,NA,0.740029424681005,-1.36865371027998,0.25,1
"1175",2175,NA,NA,NA,1,0,0.25,1
"1176",2176,NA,NA,NA,2.33552293277518,-0.330088174268913,0.25,1
"1177",2177,NA,NA,NA,1,0,0.25,1
"1178",2178,NA,NA,NA,1,0,0.25,1
"1179",2179,NA,NA,NA,1.11491504730496,-0.432553795032783,0.25,1
"1180",2180,NA,NA,NA,3,1.48245584825442,0.25,1
"1181",2181,NA,NA,NA,2.47070210260046,-0.415671853342374,0.25,1
"1182",2182,NA,NA,NA,3,0.746849111952349,0.25,1
"1183",2183,NA,NA,NA,1,0,0.25,1
"1184",2184,NA,NA,NA,3,0.95028052827469,0.25,1
"1185",2185,NA,NA,NA,2.03566885095625,0.786076328828833,0.25,1
"1186",2186,NA,NA,NA,1.99610219390859,-0.0142255836815341,0.25,1
"1187",2187,NA,NA,NA,1,0,0.25,1
"1188",2188,NA,NA,NA,1.38289545859842,-1.45253396284667,0.25,1
"1189",2189,NA,NA,NA,1.75544917824945,-0.960086111371171,0.25,1
"1190",2190,NA,NA,NA,2.05091865275272,0.366829814694213,0.25,1
"1191",2191,NA,NA,NA,2.69934579070413,-0.494566258687942,0.25,1
"1192",2192,NA,NA,NA,3,1.02041199449138,0.25,1
"1193",2193,NA,NA,NA,1,0,0.25,1
"1194",2194,NA,NA,NA,1,0,0.25,1
"1195",2195,NA,NA,NA,2.05978290670856,-1.36394337959575,0.25,1
"1196",2196,NA,NA,NA,3,1.23247627605387,0.25,1
"1197",2197,NA,NA,NA,1,0,0.25,1
"1198",2198,NA,NA,NA,3,1.42411677287698,0.25,1
"1199",2199,NA,NA,NA,3,0.69938096675121,0.25,1
"1200",2200,NA,NA,NA,1,0,0.25,1
"1201",2201,NA,NA,NA,1,0,0.25,1
"1202",2202,NA,NA,NA,1.63210498249267,-0.720763129607882,0.25,1
"1203",2203,NA,NA,NA,2.19673127585882,-0.864661492239137,0.25,1
"1204",2204,NA,NA,NA,1.87435065484015,-0.253257596389015,0.25,1
"1205",2205,NA,NA,NA,1,0,0.25,1
"1206",2206,NA,NA,NA,0.490191758909037,-2.57526156662098,0.25,1
"1207",2207,NA,NA,NA,1,0,0.25,1
"1208",2208,NA,NA,NA,1,0,0.25,1
"1209",2209,NA,NA,NA,3,-0.27702330105682,0.25,1
"1210",2210,NA,NA,NA,3,-4,0.25,1
"1211",2211,NA,NA,NA,1,0,0.25,1
"1212",2212,NA,NA,NA,3,0.992465773184643,0.25,1
"1213",2213,NA,NA,NA,2.29241850881958,-0.144753492215422,0.25,1
"1214",2214,NA,NA,NA,3,-1.06826592611807,0.25,1
"1215",2215,NA,NA,NA,1,0,0.25,1
"1216",2216,NA,NA,NA,1,0,0.25,1
"1217",2217,NA,NA,NA,1,0,0.25,1
"1218",2218,NA,NA,NA,1,0,0.25,1
"1219",2219,NA,NA,NA,1.47775547741366,-1.04397190575879,0.25,1
"1220",2220,NA,NA,NA,3,1.30132785694091,0.25,1
"1221",2221,NA,NA,NA,3,0.651620872529049,0.25,1
"1222",2222,NA,NA,NA,3,1.19099384529859,0.25,1
"1223",2223,NA,NA,NA,3,-0.804552637550966,0.25,1
"1224",2224,NA,NA,NA,1,0,0.25,1
"1225",2225,NA,NA,NA,1,0,0.25,1
"1226",2226,NA,NA,NA,2.99126301211781,-1.76296755171258,0.25,1
"1227",2227,NA,NA,NA,3,-0.203971344276154,0.25,1
"1228",2228,NA,NA,NA,1.36338190729988,0.0728822391902783,0.25,1
"1229",2229,NA,NA,NA,3,-0.404273096635388,0.25,1
"1230",2230,NA,NA,NA,1,0,0.25,1
"1231",2231,NA,NA,NA,2.18817753869008,-0.868669099095119,0.25,1
"1232",2232,NA,NA,NA,0.969305460064735,-4,0.25,1
"1233",2233,NA,NA,NA,1,0,0.25,1
"1234",2234,NA,NA,NA,1,0,0.25,1
"1235",2235,NA,NA,NA,3,-1.7499737043279,0.25,1
"1236",2236,NA,NA,NA,3,-1.55362848838149,0.25,1
"1237",2237,NA,NA,NA,3,-0.781028163318363,0.25,1
"1238",2238,NA,NA,NA,2.99839589541591,-0.0575929511613164,0.25,1
"1239",2239,NA,NA,NA,1,0,0.25,1
"1240",2240,NA,NA,NA,3,-0.891335426328577,0.25,1
"1241",2241,NA,NA,NA,2.08040748134828,0.84355620999788,0.25,1
"1242",2242,NA,NA,NA,1,0,0.25,1
"1243",2243,NA,NA,NA,3,-0.207075971838037,0.25,1
"1244",2244,NA,NA,NA,3,-0.392828305283346,0.25,1
"1245",2245,NA,NA,NA,3,0.226844819472298,0.25,1
"1246",2246,NA,NA,NA,3,0.56239343221551,0.25,1
"1247",2247,NA,NA,NA,3,-0.640631115724373,0.25,1
"1248",2248,NA,NA,NA,2.21701321419583,-1.26609419590473,0.25,1
"1249",2249,NA,NA,NA,1,0,0.25,1
"1250",2250,NA,NA,NA,1,0,0.25,1
"1251",2251,NA,NA,NA,3,-1.36026306362075,0.25,1
"1252",2252,NA,NA,NA,3,-0.119425892081066,0.25,1
"1253",2253,NA,NA,NA,1,0,0.25,1
"1254",2254,NA,NA,NA,1,0,0.25,1
"1255",2255,NA,NA,NA,1,0,0.25,1
"1256",2256,NA,NA,NA,1,0,0.25,1
"1257",2257,NA,NA,NA,1,0,0.25,1
"1258",2258,NA,NA,NA,1,0,0.25,1
"1259",2259,NA,NA,NA,3,0.350447694807324,0.25,1
"1260",2260,NA,NA,NA,1,0,0.25,1
"1261",2261,NA,NA,NA,1,0,0.25,1
"1262",2262,NA,NA,NA,1,0,0.25,1
"1263",2263,NA,NA,NA,1,0,0.25,1
"1264",2264,NA,NA,NA,1,0,0.25,1
"1265",2265,NA,NA,NA,1,0,0.25,1
"1266",2266,NA,NA,NA,1,0,0.25,1
"1267",2267,NA,NA,NA,1,0,0.25,1
"1268",2268,NA,NA,NA,1,0,0.25,1
"1269",2269,NA,NA,NA,1,0,0.25,1
"1270",2270,NA,NA,NA,1,0,0.25,1
"1271",2271,NA,NA,NA,1,0,0.25,1
"1272",2272,NA,NA,NA,1,0,0.25,1
"1273",2273,NA,NA,NA,1,0,0.25,1
"1274",2274,NA,NA,NA,1,0,0.25,1
"1275",2275,NA,NA,NA,1,0,0.25,1
"1276",2276,NA,NA,NA,1,0,0.25,1
"1277",2277,NA,NA,NA,1,0,0.25,1
"1278",2278,NA,NA,NA,1,0,0.25,1
"1279",2279,NA,NA,NA,1,0,0.25,1
"1280",2280,NA,NA,NA,1,0,0.25,1
"1281",2281,NA,NA,NA,1,0,0.25,1
"1282",2282,NA,NA,NA,1,0,0.25,1
"1283",2283,NA,NA,NA,1,0,0.25,1
"1284",2284,NA,NA,NA,1,0,0.25,1
"1285",2285,NA,NA,NA,1,0,0.25,1
"1286",2286,NA,NA,NA,1,0,0.25,1
"1287",2287,NA,NA,NA,1,0,0.25,1
"1288",2288,NA,NA,NA,1,0,0.25,1
"1289",2289,NA,NA,NA,1,0,0.25,1
"1290",2290,NA,NA,NA,1,0,0.25,1
"1291",2291,NA,NA,NA,1,0,0.25,1
"1292",2292,NA,NA,NA,1,0,0.25,1
"1293",2293,NA,NA,NA,1,0,0.25,1
"1294",2294,NA,NA,NA,1,0,0.25,1
"1295",2295,NA,NA,NA,1,0,0.25,1
"1296",2296,NA,NA,NA,1,0,0.25,1
"1297",2297,NA,NA,NA,1,0,0.25,1
"1298",2298,NA,NA,NA,1,0,0.25,1
"1299",2299,NA,NA,NA,1,0,0.25,1
"1300",2300,NA,NA,NA,1,0,0.25,1
"1301",2301,NA,NA,NA,1,0,0.25,1
"1302",2302,NA,NA,NA,1,0,0.25,1
"1303",2303,NA,NA,NA,1,0,0.25,1
"1304",2304,NA,NA,NA,1,0,0.25,1
"1305",2305,NA,NA,NA,1,0,0.25,1
"1306",2306,NA,NA,NA,1,0,0.25,1
"1307",2307,NA,NA,NA,1,0,0.25,1
"1308",2308,NA,NA,NA,1,0,0.25,1
"1309",2309,NA,NA,NA,1,0,0.25,1
"1310",2310,NA,NA,NA,1,0,0.25,1
"1311",2311,NA,NA,NA,1,0,0.25,1
"1312",2312,NA,NA,NA,1,0,0.25,1
"1313",2313,NA,NA,NA,1,0,0.25,1
"1314",2314,NA,NA,NA,1,0,0.25,1
"1315",2315,NA,NA,NA,1,0,0.25,1
"1316",2316,NA,NA,NA,1,0,0.25,1
"1317",2317,NA,NA,NA,1,0,0.25,1
"1318",2318,NA,NA,NA,1,0,0.25,1
"1319",2319,NA,NA,NA,1,0,0.25,1
"1320",2320,NA,NA,NA,1,0,0.25,1
"1321",2321,NA,NA,NA,1,0,0.25,1
"1322",2322,NA,NA,NA,1,0,0.25,1
"1323",2323,NA,NA,NA,1,0,0.25,1
"1324",2324,NA,NA,NA,1,0,0.25,1
"1325",2325,NA,NA,NA,1,0,0.25,1
"1326",2326,NA,NA,NA,1,0,0.25,1
"1327",2327,NA,NA,NA,1,0,0.25,1
"1328",2328,NA,NA,NA,1,0,0.25,1
"1329",2329,NA,NA,NA,1,0,0.25,1
"1330",2330,NA,NA,NA,1,0,0.25,1
"1331",2331,NA,NA,NA,1,0,0.25,1
"1332",2332,NA,NA,NA,1,0,0.25,1
"1333",2333,NA,NA,NA,1,0,0.25,1
"1334",2334,NA,NA,NA,1,0,0.25,1
"1335",2335,NA,NA,NA,1,0,0.25,1
"1336",2336,NA,NA,NA,1,0,0.25,1
"1337",2337,NA,NA,NA,1,0,0.25,1
"1338",2338,NA,NA,NA,1,0,0.25,1
"1339",2339,NA,NA,NA,1,0,0.25,1
"1340",2340,NA,NA,NA,1,0,0.25,1
"1341",2341,NA,NA,NA,1,0,0.25,1
"1342",2342,NA,NA,NA,1,0,0.25,1
"1343",2343,NA,NA,NA,1,0,0.25,1
"1344",2344,NA,NA,NA,1,0,0.25,1
"1345",2345,NA,NA,NA,1,0,0.25,1
"1346",2346,NA,NA,NA,1,0,0.25,1
"1347",2347,NA,NA,NA,1,0,0.25,1
"1348",2348,NA,NA,NA,1,0,0.25,1
"1349",2349,NA,NA,NA,1,0,0.25,1
"1350",2350,NA,NA,NA,1,0,0.25,1
"1351",2351,NA,NA,NA,1,0,0.25,1
"1352",2352,NA,NA,NA,1,0,0.25,1
"1353",2353,NA,NA,NA,1,0,0.25,1
"1354",2354,NA,NA,NA,1,0,0.25,1
"1355",2355,NA,NA,NA,1,0,0.25,1
"1356",2356,NA,NA,NA,1,0,0.25,1
"1357",2357,NA,NA,NA,1,0,0.25,1
"1358",2358,NA,NA,NA,1,0,0.25,1
"1359",2359,NA,NA,NA,1,0,0.25,1
"1360",2360,NA,NA,NA,1,0,0.25,1
"1361",2361,NA,NA,NA,1,0,0.25,1
"1362",2362,NA,NA,NA,1,0,0.25,1
"1363",2363,NA,NA,NA,1,0,0.25,1
"1364",2364,NA,NA,NA,1,0,0.25,1
"1365",2365,NA,NA,NA,1,0,0.25,1
"1366",2366,NA,NA,NA,1,0,0.25,1
"1367",2367,NA,NA,NA,1,0,0.25,1
"1368",2368,NA,NA,NA,1,0,0.25,1
"1369",2369,NA,NA,NA,1,0,0.25,1
"1370",2370,NA,NA,NA,1,0,0.25,1
"1371",2371,NA,NA,NA,1,0,0.25,1
"1372",2372,NA,NA,NA,1,0,0.25,1
"1373",2373,NA,NA,NA,1,0,0.25,1
"1374",2374,NA,NA,NA,1,0,0.25,1
"1375",2375,NA,NA,NA,1,0,0.25,1
"1376",2376,NA,NA,NA,1,0,0.25,1
"1377",2377,NA,NA,NA,1,0,0.25,1
"1378",2378,NA,NA,NA,1,0,0.25,1
"1379",2379,NA,NA,NA,1,0,0.25,1
"1380",2380,NA,NA,NA,1,0,0.25,1
"1381",2381,NA,NA,NA,1,0,0.25,1
"1382",2382,NA,NA,NA,1,0,0.25,1
"1383",2383,NA,NA,NA,1,0,0.25,1
"1384",2384,NA,NA,NA,1,0,0.25,1
"1385",2385,NA,NA,NA,1,0,0.25,1
"1386",2386,NA,NA,NA,1,0,0.25,1
"1387",2387,NA,NA,NA,1,0,0.25,1
"1388",2388,NA,NA,NA,1,0,0.25,1
"1389",2389,NA,NA,NA,1,0,0.25,1
"1390",2390,NA,NA,NA,1,0,0.25,1
"1391",2391,NA,NA,NA,1,0,0.25,1
"1392",2392,NA,NA,NA,1,0,0.25,1
"1393",2393,NA,NA,NA,1,0,0.25,1
"1394",2394,NA,NA,NA,1,0,0.25,1
"1395",2395,NA,NA,NA,1,0,0.25,1
"1396",2396,NA,NA,NA,1,0,0.25,1
"1397",2397,NA,NA,NA,1,0,0.25,1
"1398",2398,NA,NA,NA,1,0,0.25,1
"1399",2399,NA,NA,NA,1,0,0.25,1
"1400",2400,NA,NA,NA,1,0,0.25,1
"1401",2401,NA,NA,NA,1,0,0.25,1
"1402",2402,NA,NA,NA,1,0,0.25,1
"1403",2403,NA,NA,NA,1,0,0.25,1
"1404",2404,NA,NA,NA,1,0,0.25,1
"1405",2405,NA,NA,NA,1,0,0.25,1
"1406",2406,NA,NA,NA,1,0,0.25,1
"1407",2407,NA,NA,NA,1,0,0.25,1
"1408",2408,NA,NA,NA,1,0,0.25,1
"1409",2409,NA,NA,NA,1,0,0.25,1
"1410",2410,NA,NA,NA,1,0,0.25,1
"1411",2411,NA,NA,NA,1,0,0.25,1
"1412",2412,NA,NA,NA,1,0,0.25,1
"1413",2413,NA,NA,NA,1,0,0.25,1
"1414",2414,NA,NA,NA,1,0,0.25,1
"1415",2415,NA,NA,NA,1,0,0.25,1
"1416",2416,NA,NA,NA,1,0,0.25,1
"1417",2417,NA,NA,NA,1,0,0.25,1
"1418",2418,NA,NA,NA,1,0,0.25,1
"1419",2419,NA,NA,NA,1,0,0.25,1
"1420",2420,NA,NA,NA,1,0,0.25,1
"1421",2421,NA,NA,NA,1,0,0.25,1
"1422",2422,NA,NA,NA,1,0,0.25,1
"1423",2423,NA,NA,NA,1,0,0.25,1
"1424",2424,NA,NA,NA,1,0,0.25,1
"1425",2425,NA,NA,NA,1,0,0.25,1
"1426",2426,NA,NA,NA,1,0,0.25,1
"1427",2427,NA,NA,NA,1,0,0.25,1
"1428",2428,NA,NA,NA,1,0,0.25,1
"1429",2429,NA,NA,NA,1,0,0.25,1
"1430",2430,NA,NA,NA,1,0,0.25,1
"1431",2431,NA,NA,NA,1,0,0.25,1
"1432",2432,NA,NA,NA,1,0,0.25,1
"1433",2433,NA,NA,NA,1,0,0.25,1
"1434",2434,NA,NA,NA,1,0,0.25,1
"1435",2435,NA,NA,NA,1,0,0.25,1
"1436",2436,NA,NA,NA,1,0,0.25,1
"1437",2437,NA,NA,NA,1,0,0.25,1
"1438",2438,NA,NA,NA,1,0,0.25,1
"1439",2439,NA,NA,NA,1,0,0.25,1
"1440",2440,NA,NA,NA,1,0,0.25,1
"1441",2441,NA,NA,NA,1,0,0.25,1
"1442",2442,NA,NA,NA,1,0,0.25,1
"1443",2443,NA,NA,NA,1,0,0.25,1
"1444",2444,NA,NA,NA,1,0,0.25,1
"1445",2445,NA,NA,NA,1,0,0.25,1
"1446",2446,NA,NA,NA,1,0,0.25,1
"1447",2447,NA,NA,NA,1,0,0.25,1
"1448",2448,NA,NA,NA,1,0,0.25,1
"1449",2449,NA,NA,NA,1,0,0.25,1
"1450",2450,NA,NA,NA,1,0,0.25,1
"1451",2451,NA,NA,NA,1,0,0.25,1
"1452",2452,NA,NA,NA,1,0,0.25,1
"1453",2453,NA,NA,NA,1,0,0.25,1
"1454",2454,NA,NA,NA,1,0,0.25,1
"1455",2455,NA,NA,NA,1,0,0.25,1
"1456",2456,NA,NA,NA,1,0,0.25,1
"1457",2457,NA,NA,NA,1,0,0.25,1
"1458",2458,NA,NA,NA,1,0,0.25,1
"1459",2459,NA,NA,NA,1,0,0.25,1
"1460",2460,NA,NA,NA,1,0,0.25,1
"1461",2461,NA,NA,NA,1,0,0.25,1
"1462",2462,NA,NA,NA,1,0,0.25,1
"1463",2463,NA,NA,NA,1,0,0.25,1
"1464",2464,NA,NA,NA,1,0,0.25,1
"1465",2465,NA,NA,NA,1,0,0.25,1
"1466",2466,NA,NA,NA,1,0,0.25,1
"1467",2467,NA,NA,NA,1,0,0.25,1
"1468",2468,NA,NA,NA,1,0,0.25,1
"1469",2469,NA,NA,NA,1,0,0.25,1
"1470",2470,NA,NA,NA,1,0,0.25,1
"1471",2471,NA,NA,NA,1,0,0.25,1
"1472",2472,NA,NA,NA,1,0,0.25,1
"1473",2473,NA,NA,NA,1,0,0.25,1
"1474",2474,NA,NA,NA,1,0,0.25,1
"1475",2475,NA,NA,NA,1,0,0.25,1
"1476",2476,NA,NA,NA,1,0,0.25,1
"1477",2477,NA,NA,NA,1,0,0.25,1
"1478",2478,NA,NA,NA,1,0,0.25,1
"1479",2479,NA,NA,NA,1,0,0.25,1
"1480",2480,NA,NA,NA,1,0,0.25,1
"1481",2481,NA,NA,NA,1,0,0.25,1
"1482",2482,NA,NA,NA,1,0,0.25,1
"1483",2483,NA,NA,NA,1,0,0.25,1
"1484",2484,NA,NA,NA,1,0,0.25,1
"1485",2485,NA,NA,NA,1,0,0.25,1
"1486",2486,NA,NA,NA,1,0,0.25,1
"1487",2487,NA,NA,NA,1,0,0.25,1
"1488",2488,NA,NA,NA,1,0,0.25,1
"1489",2489,NA,NA,NA,1,0,0.25,1
"1490",2490,NA,NA,NA,1,0,0.25,1
"1491",2491,NA,NA,NA,1,0,0.25,1
"1492",2492,NA,NA,NA,1,0,0.25,1
"1493",2493,NA,NA,NA,1,0,0.25,1
"1494",2494,NA,NA,NA,1,0,0.25,1
"1495",2495,NA,NA,NA,1,0,0.25,1
"1496",2496,NA,NA,NA,1,0,0.25,1
"1497",2497,NA,NA,NA,1,0,0.25,1
"1498",2498,NA,NA,NA,1,0,0.25,1
"1499",2499,NA,NA,NA,1,0,0.25,1
"1500",2500,NA,NA,NA,1,0,0.25,1
"1501",2501,NA,NA,NA,3,-0.430740674043018,0.25,1
"1502",2502,NA,NA,NA,3,0.643495330692307,0.25,1
"1503",2503,NA,NA,NA,1.33125575703099,0.334533154990283,0.25,1
"1504",2504,NA,NA,NA,1.92694636886367,-0.184680115474642,0.25,1
"1505",2505,NA,NA,NA,3,-0.109035191266702,0.25,1
"1506",2506,NA,NA,NA,1.72629295390323,-0.430231901188655,0.25,1
"1507",2507,NA,NA,NA,3,-0.407418854937797,0.25,1
"1508",2508,NA,NA,NA,3,-0.284871687261161,0.25,1
