id,item_id,response,score,timeTaken,session_id,theta,sem,trait,skipped
2795,2795,$Unknown$,1,13.40122104,391,0.824100254,0.307500993,,
2796,2796,$unknown$,0,166.6722519,391,0.715763731,0.431405869,,
2798,2798,$Unknown$,1,36.82371497,391,0.756460625,0.427037698,,
2800,2800,$0.125 m $,1,27.44071698,391,0.851634342,0.314884785,,
2805,2805,$\frac 1 {12} \cdot (0.1m) \cdot (0.15m)^3 - \frac 1 {12} \cdot \biggr(\frac {0.18m} 2\biggr) \cdot (0.12m)^3$,1,215.7123799,391,0.894881537,0.365690608,,
2806,2806,$Unknown$,1,31.66269493,391,0.920813346,0.36344432,,
2812,2812,$\frac {3.0 in.} 2$,0,47.6883359,391,0.718760531,0.400449732,,
2814,2814,$190.0 kN \cdot m$,1,24.24875808,391,1.31316802,0.611955649,,
2815,2815,$\frac {0.36 m} 2$,1,94.27361298,391,0.779923003,0.320867229,,
2825,2825,$75.0 kN \cdot m$,1,13.66079807,391,1.369714823,0.603785321,,
2830,2830,$Unknown$,1,52.67736721,391,1.154389287,0.637756994,,
2831,2831,$60.0 kN \cdot m$,1,15.97664905,391,0.909280658,0.348557197,,
2832,2832,$\frac {0.2 m} 2$,1,32.50117612,391,0.932633563,0.490467275,,
2836,2836,$\frac 1 {12} \cdot (b) \cdot (1.5b)^3$,1,109.1726241,391,0.899403625,0.339466222,,
2841,2841,$Unknown$,1,161.621881,391,1.472023071,0.589714342,,
2844,2844,$Unknown$,1,19.89817691,391,0.873348159,0.305436522,,
2847,2847,$15.0 ksi$,0,29.5017519,391,0.828025601,0.299942294,,
2851,2851,$8.0 ksi$,1,21.50495291,391,0.778444614,0.376611518,,
2852,2852,$- M \cdot \cos (45^{\circ})$,1,67.13836217,391,0.910996476,0.466093552,,
2856,2856,$12.0 \cdot (-5.0 in.)$,1,53.65905905,391,0.871932707,0.305598357,,
2858,2858,$Unknown$,1,48.84403515,391,0.683947192,0.386044987,,
2863,2863,$unknown$,0,45.93382096,391,0.853070973,0.343242398,,
2867,2867,$\frac 1 {12} \cdot (0.5in.) \cdot (1.25in.) ^3$,1,224.3827701,391,0.824231273,0.797338496,,
2004,2004,$\text {A shear stress that varies linearly over the section.}$,1,46.54053712,392,1.257134245,0.340254082,,
2024,2024,$-63.0 kN$,0,40.92665219,392,0.07365514,0.656085459,,
2053,2053,P11.073-Moment(False 3).JPG,0,24.25781584,392,1.131578145,0.325996566,,
2107,2107,Internal resultant Normal Force,1,9.358128071,392,1.076582977,0.310171992,,
2109,2109,Average Shear Stess,1,9.722882032,392,0.310148514,0.670381987,,
2110,2110,Internal Resultant Shear Force,1,13.67494297,392,1.329063135,0.363928531,,
2115,2115,Failure Shear Force,0,27.31795979,392,-0.063219715,0.768597182,,
2117,2117,Average Normal Strain,1,12.98491693,392,0.183156949,0.699104734,,
2120,2120,Shear strain,1,11.94188404,392,1.137302821,0.301785693,,
2130,2130,Strain in the lateral direction,1,49.44843698,392,1.22157274,0.343107389,,
2136,2136,Normal Force,1,6.070743084,392,0.475945722,0.576260321,,
2137,2137,Cross-Sectional Area,1,5.775369883,392,1.095084949,0.442425091,,
2143,2143,Modulus of Elasticity,1,9.196920872,392,1.160752076,0.435065621,,
2144,2144,Deformation,0,7.166936874,392,1.014960388,0.478017606,,
2157,2157,Internal Torque,1,5.844250917,392,1.226123408,0.369165528,,
2161,2161,Outer Radius of Shaft,1,8.213819027,392,1.129994812,0.396624432,,
2164,2164,Power,1,7.130077839,392,0.694330285,0.539968986,,
2174,2174,Length,1,19.69112492,392,1.058997437,0.44669963,,
2176,2176,Shear Modulus,1,7.706609011,392,1.22746295,0.386921952,,
2179,2179,Internal Torque,1,7.661336899,392,0.099338501,0.726197754,,
2181,2181,Polar area moment of Inertia,1,7.455513,392,1.211541838,0.332358283,,
2190,2190,Area under shear diagram,1,20.77465415,392,0.756750193,0.530501782,,
2200,2200,Coordinate of the point measured from the z axis,0,11.27974606,392,1.165888315,0.428902737,,
2207,2207,Law of cosines,1,13.34711194,392,1.131736425,0.396358057,,
2209,2209,Shear Modulus of Elasticity ,1,6.122645855,392,0.554703597,0.562595133,,
2228,2228,Total Length,0,51.4225421,392,1.095267297,0.410577169,,
2232,2232,Shear Stress,1,13.92728996,392,1.065583846,0.306209824,,
2236,2236,Maximum Shear Stress,1,39.19401598,392,1.166822488,0.323229102,,
2238,2238,Radial Position,1,8.228909016,392,0.869739049,0.514348056,,
2239,2239,Polar area moment of Inertia,1,6.011541128,392,1.078966377,0.486934711,,
2241,2241,Outer radius of the shaft,1,50.78297091,392,0.566225068,0.883592513,,
2244,2244,Inner radius of the shaft,1,12.11858702,392,1.203800507,0.333144737,,
2248,2248,Angle of Twist,1,5.68376708,392,1.167974893,0.323098859,,
2252,2252,Shear Modulus of Elasicity,1,11.84559488,392,0.295193745,0.610085623,,
2254,2254,Internal Bending Moment,0,16.27891016,392,1.195967664,0.333948534,,
2505,2505,$\sigma_{max} = K \sigma_{avg}$,1,56.90446591,392,0.987200656,0.455290478,,
2507,2507,$\tau_{max} = \frac {T\cdot c}{J}$,1,14.11407399,392,1.257100527,0.340252151,,
2508,2508,$\tau_{max} = \frac {T\cdot c}{J}$,1,19.588027,392,1.266698533,0.365607032,,
2509,2509,$\tau_{max} = \frac {T\cdot c}{J}$,1,70.03711414,392,1.249748823,0.35368094,,
2510,2510,$\tau_{max} = \frac {T\cdot c}{J}$,1,25.89830995,392,1.127452801,0.438805772,,
2511,2511,$P = T \cdot \omega$,1,57.69022703,392,1.160807262,0.435069083,,
2527,2527,$\Sigma F_y = 0$,1,28.19001603,392,1.27803076,0.351123518,,
2531,2531,$\sigma_{max} = \frac {Mc}I$,1,64.14713407,392,1.156706866,0.39383488,,
2533,2533,$\sigma_{max} = \frac {Mc}I$,1,33.0091908,392,1.158641164,0.435399525,,
2534,2534,$\sigma_{max} = \frac {Mc}I$,1,33.22682095,392,1.081341398,0.305022243,,
2535,2535,$\sigma_{max} = \frac {Mc}I$,1,56.40811396,392,0.190394926,0.631244931,,
2536,2536,$\sigma_{max} = \frac {Mc}I$,1,45.31953096,392,1.015831081,0.495257298,,
2537,2537,$\sigma_{max} = \frac {Mc}I$,1,58.37523293,392,1.058997437,0.44669963,,
2541,2541,$\sigma = E \cdot \epsilon$,1,76.85679197,392,1.246653229,0.367351798,,
2543,2543,$\sigma_{max} = \frac {Mc}I$,1,68.00708389,392,1.165661579,0.323359535,,
2550,2550,$\tau_{max} = \frac {T\cdot c}{J}$,1,97.60319805,392,1.309863652,0.365581441,,
2708,2708,$22.2 ksi$,0,7.202290058,392,1.129919793,0.396620304,,
2715,2715,$10.0 \cdot (10^3) ksi$,1,112.6722519,392,1.204520508,0.389123887,,
2717,2717,$Unknown$,1,40.81704211,392,1.258204711,0.352788233,,
2721,2721,$\frac {1.0 kip}{1.875 in. \cdot 0.75 in.}$,0,199.9346619,392,1.060109071,0.311416651,,
2722,2722,$Unknown$,1,16.7129941,392,1.145425836,0.374881036,,
2724,2724,$\frac {0.74 in.}{2}$,1,9.928318977,392,0.627215165,0.550591884,,
2725,2725,$\frac \pi 2 \cdot (\frac {0.74 in.}{2})^4$,1,13.23909712,392,1.259459993,0.352636531,,
2729,2729,$\frac \pi 2 \cdot (\frac {0.17 m}{2})^4$,1,16.71985817,392,1.180963337,0.391426695,,
2733,2733,$\frac \pi 2 \cdot ((0.02m)^4 - (0.0170m)^4)$,1,22.71639514,392,1.129964764,0.396622771,,
2736,2736,$\frac {0.02m}{2}$,1,11.35777903,392,1.122999185,0.407738598,,
2738,2738,$85.0 W$,1,9.408096075,392,1.259423606,0.352634394,,
2739,2739,$Unknown$,1,9.149952173,392,1.023851491,0.450848692,,
2740,2740,$150.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,52.32239199,392,0.921205363,0.507397332,,
2744,2744,$\frac \pi 2 \cdot (0.035m)^4$,1,33.76441693,392,1.081368147,0.305023414,,
2746,2746,$500.0 N \cdot m$,0,117.4869852,392,0.90883578,0.465192015,,
2758,2758,$0.4 m$,1,25.87422109,392,1.148762068,0.324655712,,
2759,2759,$\frac \pi 2 \cdot ((\frac {0.03m}{2})^4 - (\frac {0.02m}{2})^4)$,1,88.47821116,392,0.272390701,0.930635074,,
2763,2763,$0.2 m$,1,94.72601891,392,1.131387649,0.316694635,,
2766,2766,$Unknown$,1,73.45822501,392,1.092756227,0.44281416,,
2768,2768,$540.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,31.31103706,392,1.122560023,0.377002945,,
2773,2773,$\frac \pi 2 \cdot (\frac {0.06m}{2})^4$,1,37.90804791,392,1.107281522,0.304010443,,
2774,2774,$\frac \pi 2 \cdot ((\frac {0.34m}{2})^4 - (\frac {0.26m}{2})^4)$,1,71.28197408,392,0.969803916,0.501060561,,
2775,2775,$\frac {0.34 m}{2}$,1,12.45564699,392,1.257201683,0.340257942,,
2776,2776,$Unknown$,1,52.55018115,392,0.948912171,0.460058597,,
2780,2780,$20.0 \frac {\text {rad}}{\text s}$,1,50.98470998,392,1.220318702,0.343253478,,
2786,2786,$Unknown$,0,22.248034,392,0.278057836,0.853553592,,
2789,2789,$Unknown$,0,130.4927812,392,1.077593788,0.40208632,,
2796,2796,$unknown$,0,82.18120193,392,1.131526662,0.325994029,,
2798,2798,$Unknown$,1,32.74584794,392,1.205084935,0.371052674,,
2800,2800,$0.15m$,0,64.43127584,392,1.120936187,0.377228398,,
2801,2801,$\frac 1 {12} \cdot (0.2m) \cdot (0.3m)^3 - \frac 1 {12} \cdot (0.16m) \cdot (0.25m)^3$,1,102.288012,392,1.194599331,0.425793918,,
2806,2806,$Unknown$,1,13.92704391,392,1.22235455,0.42284716,,
2815,2815,$\frac {0.36 m} 2$,1,44.17164111,392,0.815057387,0.522010017,,
2818,2818,$Unknown$,1,74.63567996,392,0.463190756,0.802735091,,
2821,2821,$20.0 kip \cdot 10.0 in.$,1,43.85529208,392,1.257167964,0.340256012,,
2822,2822,$\frac {5.1 in.} 2$,1,19.56952095,392,1.084066371,0.309441917,,
2827,2827,$Unknown$,1,33.55401015,392,1.122437609,0.302883032,,
2829,2829,$0.2035 m$,0,57.65026188,392,1.239493742,0.341654155,,
2834,2834,$12.0 MPa$,1,6.957020044,392,1.183535119,0.373019404,,
2836,2836,$\frac 1 {12} \cdot (1.5b)^3$,0,120.8035381,392,1.230504473,0.355291868,,
2837,2837,$Unknown$,1,47.66012788,392,1.059541087,0.489920516,,
2841,2841,$120 GPa$,0,58.62740898,392,0.098297478,0.778947864,,
2847,2847,$22.0 ksi$,1,8.655525923,392,0.389839824,0.591942106,,
2858,2858,$Unknown$,1,18.67880583,392,1.190798241,0.431878413,,
2862,2862,$\frac 1 {12} \cdot (0.007m) \cdot (0.04) ^3$,1,52.09081697,392,1.239550456,0.341657355,,
2863,2863,$unknown$,0,39.38349414,392,1.114883812,0.317964341,,
2866,2866,$0.125 in.$,0,93.35024905,392,1.212084207,0.344116373,,
2868,2868,$Unknown$,1,107.2168941,392,1.104198941,0.399287641,,
2880,2880,$25.0  psi \cdot 12$,0,82.29849005,392,1.058193771,0.306943096,,
2005,2005,$\text {the rpm and the torque of one shaft and the gear ratio.}$,1,40.63797402,393,2.173855589,0.42447958,,
2024,2024,$-15.0 kN \cdot m$,1,22.00705791,393,2.421778679,0.408286072,,
2026,2026,$0 kip$,1,18.552073,393,2.441130054,0.406921242,,
2052,2052,P11.019-Moment(Full Values).JPG,1,31.77869916,393,0.749678491,0.835637021,,
2109,2109,Average Shear Stess,1,20.22414398,393,1.834791205,0.452579761,,
2129,2129,Poisson's Ratio,1,5.393492937,393,2.267907895,0.418570915,,
2131,2131,Strain in the longitudinal direction,1,8.509693861,393,1.860784968,0.626862116,,
2134,2134,Poisson's Ratio,1,17.0844841,393,0.272390701,0.930635074,,
2136,2136,Normal Force,1,10.03017306,393,1.972087658,0.5564027,,
2137,2137,Cross-Sectional Area,1,9.29676199,393,1.813476885,0.45472832,,
2138,2138,Deformation,0,11.885988,393,2.267907895,0.418570915,,
2149,2149,Deformation caused by change in temperature,0,8.394669056,393,1.838361945,0.496576937,,
2157,2157,Internal Torque,1,7.180776119,393,2.18688089,0.423439413,,
2159,2159,Polar area moment of Inertia,1,11.83610797,393,2.076189555,0.432601109,,
2161,2161,Outer Radius of Shaft,1,9.145440817,393,1.725948714,0.46378509,,
2169,2169,Internal Torque at position x,1,10.729352,393,2.090896327,0.43134057,,
2170,2170,Polar Moment of Inertia as a function of x,1,7.029386044,393,1.77704658,0.63916517,,
2173,2173,Internal Torque,1,8.229553938,393,0.493349677,0.874934278,,
2176,2176,Shear Modulus,1,20.83952498,393,1.93221047,0.561844762,,
2182,2182,Distributed load intensity at each point,1,16.45511794,393,2.045933067,0.435237978,,
2193,2193,Outer Radius of the Shaft,0,21.48162603,393,2.061205484,0.433899593,,
2198,2198,Principle Moment of Inertia about the z-axis,1,12.92961717,393,2.391847253,0.410437597,,
2210,2210,Shear Strain,1,7.761260986,393,2.011219337,0.609415346,,
2213,2213,Cross-sectional area of the bar expressed as a function of x.,1,14.55132699,393,2.431512627,0.407597011,,
2228,2228,Original Length,1,13.30403996,393,1.972777641,0.440748803,,
2229,2229,Stress - concentration factor,1,6.116919994,393,1.94875514,0.443075189,,
2230,2230,Maximum Normal Stress,1,14.21378779,393,2.228234752,0.42094808,,
2237,2237,Internal Torque,1,6.196007967,393,1.979586496,0.440018735,,
2238,2238,Radial Position,1,5.709309101,393,2.061205484,0.433899593,,
2243,2243,Outer radius of the shaft,1,20.5977509,393,2.133454136,0.427768973,,
2246,2246,Frequency of a shaft's rotation,1,6.839526892,393,2.267259213,0.418636032,,
2253,2253,Normal Stress,1,29.0784359,393,1.893322192,0.446919871,,
2502,2502,$\sigma_{max} = K \sigma_{avg}$,1,32.44653511,393,2.119519055,0.428926151,,
2503,2503,$\sigma = \frac PA$,1,30.60690403,393,2.012209023,0.437106599,,
2504,2504,$\delta = \sum \frac {PL}{AE}$,1,28.92053008,393,1.791563998,0.456974079,,
2509,2509,$\tau_{max} = \frac {T\cdot c}{J}$,1,15.1431489,393,2.009324367,0.60973803,,
2510,2510,$\tau_{max} = \frac {T\cdot c}{J}$,1,18.00180888,393,2.411925224,0.408988872,,
2514,2514,$\tau_{max} = \frac {T\cdot c}{J}$,1,16.78655601,393,1.024797187,0.770198056,,
2516,2516,$\phi = \sum \frac {TL}{JG}$,1,26.946033,393,1.311725359,0.711212889,,
2517,2517,$\phi = \sum \frac {TL}{JG}$,1,11.26061201,393,1.748410955,0.46141304,,
2525,2525,$\Sigma F_y = 0$,1,17.38422108,393,1.87177117,0.570093297,,
2526,2526,$\Sigma M_z = 0$,1,11.83550906,393,1.702826637,0.466267069,,
2527,2527,$\Sigma F_y = 0$,1,9.491245985,393,1.898736843,0.507816076,,
2529,2529,$\Delta V = \int w \; dx$,0,77.558038,393,1.668763864,0.470233307,,
2533,2533,$\sigma_{max} = \frac {Mc}I$,1,22.50795293,393,1.81225912,0.454887594,,
2535,2535,$\sigma_{max} = \frac {Mc}I$,1,23.34067202,393,2.364151239,0.411919165,,
2536,2536,$\sigma_{max} = \frac {Mc}I$,1,15.87806702,393,2.401949158,0.409705883,,
2538,2538,$\sigma = \frac {My} {I}$,1,17.71728802,393,2.353593806,0.412695428,,
2547,2547,$\sigma_{max} = K \frac {Mc}I$,1,11.19890285,393,2.353543715,0.412689514,,
2701,2701,$unknown$,1,29.13675189,393,1.679003685,0.468867711,,
2704,2704,$\frac \pi 4 \cdot (1.0 in)^2 \cdot 18 \cdot (10^3)$,1,27.85306501,393,1.456564279,0.684969386,,
2705,2705,$18.0 \cdot (10^3) ksi$,1,16.16179013,393,2.368326357,0.411577693,,
2709,2709,$2.0 kip$,1,14.13351512,393,1.770312583,0.459149085,,
2715,2715,$10.0 \cdot (10^3) ksi$,1,20.75925398,393,2.160615089,0.425547135,,
2718,2718,$Unknown$,1,32.82025194,393,2.227545549,0.421016879,,
2721,2721,$\frac {1.0 kip}{1.25 in. \cdot 0.125 in.}$,1,20.57942986,393,2.321008188,0.415121613,,
2724,2724,$\frac {0.74 in.}{2}$,1,13.98034,393,2.199698108,0.422425473,,
2730,2730,$Unknown$,1,17.20229411,393,1.943974686,0.560038606,,
2731,2731,$90.0 N \cdot m$,1,33.67721415,393,1.8201047,0.632759322,,
2735,2735,$Unknown$,1,7.372212887,393,1.578251967,0.664632602,,
2739,2739,$Unknown$,1,8.022598982,393,2.074992149,0.543695343,,
2740,2740,$150.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,33.88861203,393,0.899206565,0.799019589,,
2749,2749,$7.0 ksi$,1,16.14194584,393,1.902601628,0.565837747,,
2750,2750,$Unknown$,1,25.9479568,393,1.996064723,0.438539209,,
2756,2756,$Unknown$,1,5.471562147,393,1.944069093,0.560049211,,
2758,2758,$0.4 m$,1,9.085006952,393,2.332001216,0.414293055,,
2763,2763,$0.2 m$,1,8.055771828,393,1.387577432,0.697184883,,
2767,2767,$Unknown$,1,18.20146918,393,1.731362936,0.646166567,,
2772,2772,$\frac {0.06 m} 2$,1,53.35461283,393,1.519828601,0.674207879,,
2774,2774,$\frac \pi 2 \cdot ((\frac {0.34m}{2})^4 - (\frac {0.26m}{2})^4)$,1,29.00798416,393,2.02527849,0.549711013,,
2776,2776,$Unknown$,1,7.486856937,393,1.87349689,0.44882163,,
2787,2787,$1.20 m$,1,24.81252193,393,1.89942603,0.621417674,,
2791,2791,$-A_y + \frac 4 5 \cdot F_A  - 1200 lb$,1,118.2816112,393,1.682701109,0.653864367,,
2798,2798,$Unknown$,1,23.25514197,393,1.999103183,0.552959172,,
2801,2801,$\frac 1 {12} \cdot (0.2m) \cdot (0.3m)^3 - \frac 1 {12} \cdot (0.16m) \cdot (0.25m)^3$,1,38.48464298,393,1.892181411,0.447047369,,
2805,2805,$\frac 1 {12} \cdot (0.1m) \cdot (0.15m)^3 - \frac 1 {12} \cdot \biggr(\frac {0.18m} 2\biggr) \cdot (0.12m)^3$,1,53.22673202,393,2.305403063,0.416362924,,
2809,2809,$\frac 1 {12} \cdot (0.1m) \cdot (0.15m)^3 - \frac 1 {12} \cdot \biggr(\frac {0.18m} 2\biggr) \cdot (0.12m)^3$,1,12.90644693,393,2.36827654,0.411571778,,
2813,2813,$Unknown$,1,7.286319971,393,1.227486048,0.727544393,,
2815,2815,$\frac {0.36 m} 2$,1,23.85695505,393,2.147150251,0.426643125,,
2817,2817,$28.0 ksi$,1,25.45076585,393,1.999195126,0.552969882,,
2818,2818,$Unknown$,1,22.75014806,393,2.342845004,0.413482574,,
2821,2821,$20.0 kip \cdot 10.0 in.$,1,23.42471099,393,2.05058506,0.546631419,,
2822,2822,$\frac {5.1 in.} 2$,1,16.36375713,393,2.309861572,0.415968941,,
2823,2823,$\frac {\pi}{4} \cdot (\frac {5.1 in.} 2)^4$,1,36.96995592,393,1.931172058,0.444708147,,
2825,2825,$75.0 kN \cdot m$,1,41.85222316,393,2.240471202,0.419991461,,
2840,2840,$Unknown$,1,34.46964693,393,1.814692288,0.454569626,,
2841,2841,$Unknown$,1,11.54764009,393,1.770250881,0.459143056,,
2844,2844,$Unknown$,1,9.019977093,393,2.445385412,0.40657541,,
2849,2849,$\frac 1 3 \sqrt {(4.0 in.)^2 - (2.0 in.)^2}$,1,23.16307902,393,1.931230022,0.444714197,,
2851,2851,$8.0 ksi$,1,9.64397192,393,2.105336216,0.430116152,,
2852,2852,$- M \cdot \cos (45^{\circ})$,1,29.13213992,393,2.050495287,0.546620636,,
2853,2853,$12.0 \cdot (-8.0 in.)$,0,41.36983299,393,1.839608916,0.574641866,,
2855,2855,$- M \cdot \sin (45^{\circ})$,1,14.46435905,393,1.13282574,0.746872935,,
2860,2860,$15.0 N \cdot m$,1,9.416269064,393,1.854393601,0.45066629,,
2861,2861,$\frac {0.04m} 2$,1,32.93014789,393,1.975518051,0.614368503,,
2864,2864,$Unknown$,1,16.56985402,393,1.955793149,0.442304556,,
2868,2868,$Unknown$,1,12.81805396,393,1.861712711,0.493766322,,
2870,2870,$Unknown$,0,232.739387,393,1.874228922,0.510592989,,
2872,2872,$\frac 5 {13} \cdot (490.0 N \cdot m)$,1,35.183676,393,2.444872404,0.406621214,,
2875,2875,$Unknown$,1,16.89981484,393,2.294030598,0.417239402,,
2001,2001,$\text {Use a material with a higher modulus of elasticity.}$,1,23.56422901,394,1.152231109,0.307785616,,
2005,2005,$\text {the rpm and the torque of one shaft and the gear ratio.}$,1,44.11413288,394,1.095229827,0.32049442,,
2020,2020,$2.24 lb$,1,73.42564893,394,1.171264919,0.315082782,,
2023,2023,$-10.0 kN$,0,60.370363,394,1.119048576,0.310065422,,
2031,2031,$562.5 N \cdot m$,0,50.24803686,394,0.488966394,0.674707536,,
2109,2109,Average Shear Stess,1,8.310660124,394,0.990464548,0.43741466,,
2118,2118,Final Length,1,7.267892838,394,1.120843133,0.318515455,,
2120,2120,Shear strain,1,9.585268974,394,0.419175184,0.751480251,,
2134,2134,Poisson's Ratio,1,5.363547087,394,1.137969472,0.317334544,,
2136,2136,Normal Force,1,5.278512001,394,0.690979614,0.636212852,,
2157,2157,Internal Torque,1,7.254561901,394,1.11287793,0.319246867,,
2159,2159,Polar area moment of Inertia,1,8.624896049,394,1.267913666,0.411357457,,
2161,2161,Radius of Shaft,0,15.29411101,394,1.08280587,0.295306966,,
2169,2169,Internal Torque at position x,1,57.67614412,394,1.400925873,0.400340951,,
2186,2186,Change in Shear,1,6.606681824,394,1.184795443,0.418636063,,
2191,2191,Maximum Normal Stress,1,5.060430765,394,1.154772735,0.316190916,,
2202,2202,Maximum Normal Stress,1,17.69234991,394,1.092989879,0.427191316,,
2207,2207,Law of cosines,1,26.402318,394,1.120200967,0.309946831,,
2209,2209,Shear Modulus of Elasticity ,1,3.812964916,394,1.319242422,0.407072849,,
2213,2213,Cross-sectional area of the bar expressed as a function of x.,1,18.56275797,394,1.213386628,0.4160838,,
2225,2225,Final Length,0,11.02217507,394,1.0588458,0.323120417,,
2227,2227,Algebraic change in the temperature of the member,1,48.96431494,394,1.124673772,0.424176769,,
2228,2228,Original Length,1,26.05163002,394,0.272660694,0.930634602,,
2229,2229,Stress - concentration factor,1,8.172024965,394,1.377959168,0.402119367,,
2241,2241,Outer radius of the shaft,1,5.659201145,394,1.088918304,0.334078961,,
2243,2243,Outer radius of the shaft,1,4.12514019,394,1.293954386,0.409164141,,
2245,2245,Power,1,4.874268055,394,1.135255004,0.330363537,,
2247,2247,Torque ,1,8.93926692,394,0.687757722,0.57746595,,
2248,2248,Angle of Twist,1,12.09541297,394,0.894685309,0.546237998,,
2501,2501,$\delta = \sum \frac {PL}{AE}$,1,15.87101507,394,1.343819827,0.405076202,,
2503,2503,$\sigma = \frac PA$,1,93.00197315,394,1.197359368,0.349865285,,
2504,2504,$\delta = \sum \frac {PL}{AE}$,1,67.97555804,394,1.077224061,0.32178483,,
2505,2505,$\sigma_{max} = K \sigma_{avg}$,1,57.8127811,394,0.915459949,0.469298401,,
2506,2506,$\sigma_{max} = K \sigma_{avg}$,1,22.30042791,394,1.060122179,0.430389844,,
2515,2515,$\tau_{max} = \frac {T\cdot \rho}{J}$,0,35.4093709,394,0.894533544,0.546230143,,
2516,2516,$\phi = \sum \frac {TL}{JG}$,1,11.9814291,394,1.386090576,0.379597054,,
2518,2518,$\tau_{max} = \frac {T\cdot c}{J}$,0,27.54548311,394,1.167791706,0.306751274,,
2520,2520,$\phi = \frac {TL}{JG}$,0,20.99092388,394,0.953400832,0.441282563,,
2521,2521,$\tau_{max} = \frac {T\cdot c}{J}$,1,62.56265593,394,0.957208929,0.464501211,,
2524,2524,$\Sigma F_x = 0$,1,14.59156585,394,0.827680016,0.55613649,,
2525,2525,$\Sigma M_y = 0$,0,42.68000913,394,0.069797972,0.828857053,,
2537,2537,$\sigma_{max} = \frac {Mc}I$,1,94.76697302,394,1.445128921,0.396998434,,
2539,2539,$\sigma_{max} = \frac {Mc}I$,1,21.56758809,394,1.183103226,0.305747943,,
2543,2543,$\sigma_{max} = \frac {Mc}I$,1,24.16247106,394,0.258048806,0.786100219,,
2544,2544,$\sigma = \frac {My} {I}$,1,19.9200089,394,0.873777217,0.513515326,,
2547,2547,$\sigma_{max} = K \sigma_{avg}$,0,41.91827512,394,1.056251334,0.335368766,,
2548,2548,$\sigma = - \frac {M_zy}{I_z} + \frac {M_yz}{I_y}$,1,11.78688407,394,1.423306087,0.398635537,,
2702,2702,$2kip$,0,46.70109892,394,1.343786476,0.405073594,,
2705,2705,$18.0 \cdot (10^3) ksi$,1,15.91572022,394,1.343869721,0.405080083,,
2707,2707,$unknown$,1,10.00268793,394,1.167810459,0.306752248,,
2715,2715,$10.0 \cdot (10^3) ksi$,1,11.39949203,394,1.108076282,0.332605691,,
2724,2724,$\frac {0.74 in.}{2}$,1,18.53595209,394,1.15524071,0.421329108,,
2729,2729,$\frac \pi 2 \cdot (\frac {0.17 m}{2})^4$,1,24.11518884,394,0.493591384,0.874936941,,
2731,2731,$90.0 N \cdot m$,1,17.54112601,394,1.406592425,0.378145449,,
2737,2737,$\frac \pi 2 \cdot (\frac {0.02 m}{2})^4$,1,58.4570291,394,1.135320199,0.330366875,,
2742,2742,$500.0 N \cdot m$,1,26.58036017,394,1.206225204,0.348990346,,
2743,2743,$0.035 m$,1,17.33600211,394,0.55842233,0.723325156,,
2745,2745,$Unknown$,1,17.23299599,394,0.760456764,0.56615374,,
2746,2746,$500.0 N \cdot m$,0,20.43375707,394,1.141661745,0.342189079,,
2763,2763,$0.2 m$,1,166.1485021,394,1.241074433,0.413660978,,
2764,2764,$\frac \pi 2 \cdot (\frac {0.02m}{2})^4$,1,42.78491092,394,1.198155903,0.304773328,,
2766,2766,$Unknown$,1,14.40274715,394,0.777362629,0.621085976,,
2775,2775,$\frac {0.34 m}{2}$,1,53.82414198,394,1.135287601,0.330365206,,
2782,2782,$Unknown$,1,8.805162191,394,0.99503809,0.496846046,,
2783,2783,$\frac {0.06 m} 2$,1,9.348925114,394,1.136345753,0.308849023,,
2784,2784,$\frac \pi 2 \cdot (\frac {0.06m}{2})^4$,1,16.31862879,394,0.897798553,0.609373563,,
2787,2787,$1.20 m$,1,22.40170097,394,1.035472964,0.455911571,,
2791,2791,$A_y + \frac 4 5 \cdot F_A  - 1200 lb$,0,50.93417501,394,0.761543798,0.529424351,,
2793,2793,$F_B - 6.0 kN + A_y$,0,57.40186405,394,1.13526582,0.330364083,,
2798,2798,$Unknown$,1,8.027002096,394,0.679965205,0.700134819,,
2803,2803,$24.0 kN \cdot m$,1,59.08132195,394,1.116708908,0.331750285,,
2804,2804,$\frac {0.15m} 2$,1,43.92537999,394,1.152202854,0.30778418,,
2806,2806,$Unknown$,1,17.82025599,394,0.890156343,0.547200977,,
2810,2810,$11.0 ksi$,1,23.02627301,394,1.153420988,0.329024927,,
2811,2811,$Unknown$,1,38.37629986,394,0.595479107,0.653862722,,
2815,2815,$\frac {0.36 m} 2$,1,15.15872693,394,1.466421397,0.395425354,,
2822,2822,$\frac {5.1 in.} 2$,1,46.09369588,394,1.354374557,0.403975922,,
2824,2824,$Unknown$,1,21.20910692,394,0.558259448,0.723321056,,
2825,2825,$75.0 kN \cdot m$,1,13.10606694,394,0.973280359,0.500397517,,
2826,2826,$0.150 m$,0,51.58978796,394,0.871556147,0.474475567,,
2829,2829,$0.2035 m$,0,70.63771296,394,1.104409929,0.455757952,,
